# USBR Lower Colorado Basin Annual reports: Metropolitan Water District Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1990 97247 91844 99944 95998 104821 102679 104790 102521 102290 102105 99722 110190 121497 # error:  diff = 1092654 got sum = 1214151 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1990_1.png
1991 106086 96804 101824 96687 109467 104516 109928 106896 104678 107201 101126 107139 1252352 
1992 104894 79817 80075 67238 110154 106069 110812 104382 104737 111300 104516 109839 1193830 # error:  diff = 3 got sum = 1193833 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1992_1.png
1993 95779 75006 55218 107471 111024 106863 111638 110276 108605 110354 101910 109859 1204003 
1994 110591 99869 110965 105610 110192 106694 110115 111058 108845 109921 106240 110103 1300203 
1995 104802 52490 69488 55080 68466 89028 100540 111954 109479 98709 67072 67265 994373 
1996 79414 82677 101194 106964 112261 107321 110697 112824 108319 109690 97541 98377 1227279 
1997 84047 71135 109250 107095 111689 107288 111635 111602 109068 112279 105898 97674 1238660 
1998 109228 73350 63925 49944 62215 85806 109127 110674 101209 97208 106877 103562 1073125 
1999 80295 65638 94895 105378 110102 107080 111915 108910 107994 106464 102417 110979 1212067 
2000 110105 102761 110452 106951 111546 106206 111104 110836 106227 109799 105034 108993 1300014 
2002 107362 97886 109144 105296 109403 105961 108551 111154 105984 58319 108788 110146 1237994 
# Gap from 2000 to 2002
2003 57748 4956 81648 82939 53213 34325 50658 62662 56694 57385 66696 74862 683786 
2004 59563 57625 56977 70574 67222 69197 51397 42950 41613 39779 96920 106215 760032 
2005 2978 38776 17587 79630 86372 104368 103317 95827 94708 100384 102205 49100 875252 
2006 45525 38603 41727 62307 76513 76997 80975 87560 59282 23967 13738 25230 632424 
2007 50210 58774 19268 75566 85402 62567 63121 97137 90531 27160 29069 34651 713456 # error:  diff = 20000 got sum = 693456 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2007_1.png
2008 81268 66880 45946 75582 96307 93357 86873 82028 81406 76066 53132 66005 904850 
2009 99133 81838 98215 96495 100403 97395 99748 99762 95413 26223 106715 103892 1105232 
2010 99458 66419 89618 43251 102095 90953 107135 108224 98448 102184 98205 93071 1099061 
2011 51748 22444 70688 71462 83301 95876 99736 90631 83081 8377 6722 14924 698990 
2012 54340 48890 21274 96953 99809 96541 100947 100006 73814 14386 13854 15305 736119 
2013 56868 7126 97655 84219 96859 103618 100264 98797 91378 98696 76991 100244 1012715 
2014 100598 48279 89534 104748 110267 94840 105214 105903 101650 104964 101808 108529 1176334 
2015 104691 54039 85897 104314 108479 103404 107296 107068 103641 102015 97817 100267 1178928 
2016 96642 12779 88168 92291 96989 94578 99458 84870 88274 79338 78056 85580 997023 
2017 67747 13028 23764 42244 43969 57210 57825 57740 55398 69129 89032 99941 677027 
2018 29186 12151 60716 75111 86267 90755 100830 99202 94500 86068 84943 69379 889108 
2019 87010 30549 10931 27462 50959 53228 58321 67046 60476 30184 15378 46063 537607 
2020 16605 3139 42399 55225 61263 93334 94999 77857 91159 93553 91288 94797 815618 
2021 69796 -186 99086 101592 106757 102948 105823 99808 96669 98903 96175 98192 1075563 
